"id","Ammonium ( uM )","Avg_Chloro ( mg/m3 )","Avg_Phaeo ( mg/m3 )","Chl1 ( mg/m3 )","Chl2 ( mg/m3 )","Nitrate ( uM )","Nitrite ( uM )","Nitrite_Nitrate ( uM )","pDA ( ng/mL )","Phaeo1 ( mg/m3 )","Phaeo2 ( mg/m3 )","Phosphate ( uM )","Silicate ( uM )","Temp ( Celsius )","Salinity ( PSS )"
"HABs-ScrippsPier_2015-03-30T16:45:00Z",0.64,1.09,0.19,1.09,1.09,0.26,0,NA,0,0.22,0.16,0.13,1.2,18.7,33.3
"HABs-ScrippsPier_2015-04-06T16:15:00Z",0.49,1.34,0.51,1.31,1.36,0.18,0.12,NA,0,0.49,0.53,0.17,1.8,18.5,33.34
"HABs-ScrippsPier_2015-04-13T17:20:00Z",0.74,1.06,0.32,1.02,1.11,0.2,0,NA,0,0.32,0.33,0.2,3.9,17.4,33.25
"HABs-ScrippsPier_2015-04-20T16:10:00Z",1,2.04,0.8,1.98,2.11,2.38,0.21,NA,0,0.78,0.83,0.36,6.5,16.6,33.36
"HABs-ScrippsPier_2015-04-27T16:21:00Z",1.12,1.15,0.35,1.14,1.15,0.59,0.16,NA,0,0.36,0.34,0.25,3.2,16.9,33.35
"HABs-ScrippsPier_2015-05-04T16:44:00Z",0.71,1.52,0.54,1.6,1.44,0.35,0,NA,0,0.61,0.47,0.19,2.8,18.9,33.33
"HABs-ScrippsPier_2015-05-11T16:17:00Z",0.55,1.85,0.57,1.85,1.85,0.22,0,NA,0,0.48,0.66,0.18,3.4,18,33.34
"HABs-ScrippsPier_2015-05-18T16:09:00Z",0.59,2.46,0.74,2.38,2.53,0.16,0,NA,0,0.74,0.73,0.22,4.6,16.7,33.37
"HABs-ScrippsPier_2015-05-26T16:50:00Z",0.77,2.49,0.68,2.51,2.47,0.13,0,NA,0,0.65,0.71,0.19,3.7,18.6,33.35
"HABs-ScrippsPier_2015-06-01T16:13:00Z",0.22,1.68,0.2,1.7,1.66,0.09,0,NA,0,0.23,0.18,0.13,5.4,19.4,33.41
"HABs-ScrippsPier_2015-06-08T16:15:00Z",0.38,1.17,0.33,1.18,1.15,0.27,0,NA,0,0.33,0.33,0.18,4.8,19.3,33.43
"HABs-ScrippsPier_2015-06-15T16:20:00Z",0.54,2.54,0.65,2.67,2.41,0.3,0,NA,0,0.62,0.68,0.18,4.4,17.8,33.4
"HABs-ScrippsPier_2015-06-22T16:36:00Z",0.75,1.17,0.32,1.18,1.17,0.44,0,NA,0,0.33,0.31,0.17,3.9,20.3,33.41
"HABs-ScrippsPier_2015-06-29T16:47:00Z",0.55,1.78,0.36,1.78,1.78,0.32,0,NA,0,0.31,0.4,0.19,3.5,20.4,33.42
"HABs-ScrippsPier_2015-07-06T16:44:00Z",0.39,1.29,0.38,1.31,1.27,0.23,0,NA,0,0.39,0.37,0.15,3.5,20.9,33.47
"HABs-ScrippsPier_2015-07-13T16:40:00Z",0.71,0.63,0.51,0.67,0.59,0.18,0.1,NA,0,0.49,0.53,0.29,3.3,21.2,33.45
"HABs-ScrippsPier_2015-07-20T17:07:00Z",0.37,1.66,0.39,1.72,1.59,0.2,0,NA,0,0.4,0.38,0.25,5.2,19.9,33.18
"HABs-ScrippsPier_2015-07-27T16:18:00Z",0.65,1.08,0.26,1.11,1.04,0.16,0,NA,0,0.24,0.29,0.23,5.6,22.6,33.34
"HABs-ScrippsPier_2015-08-03T16:01:00Z",0.32,1.5,0.45,1.5,1.5,0.08,0,NA,0,0.42,0.49,0.21,4,21.1,33.4
"HABs-ScrippsPier_2015-08-10T17:18:00Z",0.45,0.94,0.46,0.96,0.91,0.23,0,NA,0,0.45,0.46,0.22,4.5,21.2,33.42
"HABs-ScrippsPier_2015-08-17T16:25:00Z",0.48,1.08,0.22,1.09,1.08,0.06,0,NA,0,0.22,0.22,0.17,4,22.5,33.4
"HABs-ScrippsPier_2015-08-24T16:12:00Z",0.37,1.36,0.32,1.36,1.36,0.09,0,NA,0,0.3,0.33,0.19,3,23.3,33.49
"HABs-ScrippsPier_2015-08-31T17:11:00Z",0.46,1.16,0.29,1.16,1.16,0.35,0,NA,0,0.28,0.29,0.2,3.2,23.8,33.51
"HABs-ScrippsPier_2015-09-08T16:17:00Z",0.52,1.1,0.17,1.05,1.16,0.13,0.12,NA,0,0.19,0.15,0.18,3.1,23.9,33.57
"HABs-ScrippsPier_2015-09-14T15:48:00Z",0.45,0.84,0.41,0.84,0.85,0.14,0,NA,0,0.5,0.32,0.24,3.9,24,33.53
"HABs-ScrippsPier_2015-09-20T20:10:00Z",0.68,0.76,0.2,0.76,0.77,0.14,0,NA,0,0.22,0.19,0.25,3.5,25.5,33.49
"HABs-ScrippsPier_2015-09-28T16:36:00Z",0.32,0.86,0.31,0.84,0.87,0.41,0,NA,0,0.28,0.33,0.21,3.4,23.3,33.46
"HABs-ScrippsPier_2015-10-05T16:17:00Z",0.48,0.8,0.34,0.81,0.78,0.51,0,NA,0,0.29,0.38,0.25,3,21.6,33.1
"HABs-ScrippsPier_2015-10-12T16:05:00Z",0.22,0.8,0.38,0.81,0.8,0.28,0,NA,0,0.34,0.42,0.27,2.8,22.3,33.42
"HABs-ScrippsPier_2015-10-19T16:49:00Z",0.49,1.11,0.82,1.09,1.13,0.25,0,NA,0,0.77,0.86,0.3,2.9,22,33.46
"HABs-ScrippsPier_2015-10-26T16:07:00Z",0.59,0.6,0.26,0.59,0.62,0.41,0.11,NA,0,0.26,0.27,0.23,3.1,22.2,33.58
"HABs-ScrippsPier_2015-11-02T18:20:00Z",0.62,0.88,0.41,0.9,0.85,0.44,0,NA,0,0.4,0.42,0.27,3.7,20.9,33.5
"HABs-ScrippsPier_2015-11-09T18:16:00Z",0.44,0.5,0.18,0.51,0.49,0.22,0,NA,0,0.19,0.16,0.24,3.1,19.7,33.53
"HABs-ScrippsPier_2015-11-16T18:43:00Z",0.51,0.71,0.5,0.74,0.68,0.22,0,NA,0,0.53,0.47,0.29,2.7,18,33.48
"HABs-ScrippsPier_2015-11-23T18:51:00Z",0.7,0.72,0.3,0.71,0.72,0.21,0,NA,0,0.31,0.28,0.2,3,19.5,33.65
"HABs-ScrippsPier_2015-11-30T18:28:00Z",0.31,1.24,0.54,1.28,1.2,0.11,0,NA,0,0.51,0.57,0.25,3.5,17.8,33.63
"HABs-ScrippsPier_2015-12-08T19:30:00Z",0.32,0.9,0.52,0.88,0.91,0.29,0,NA,0,0.52,0.53,0.31,4,18.5,33.69
"HABs-ScrippsPier_2015-12-15T17:50:00Z",0.95,0.96,0.48,0.93,0.99,0.63,0.17,NA,0,0.51,0.45,0.34,4.3,17.4,NA
"HABs-ScrippsPier_2015-12-21T18:45:00Z",0.54,0.82,0.4,0.84,0.81,0.25,0,NA,0,0.38,0.42,0.29,3.9,17,33.69
"HABs-ScrippsPier_2015-12-28T17:42:00Z",0.62,1.45,0.56,1.46,1.44,1.71,0.24,NA,0,0.57,0.56,0.37,4.7,15.8,33.66
"HABs-ScrippsPier_2016-01-04T19:15:00Z",0.31,3.59,0.48,3.67,3.51,0.21,0,NA,0,0.46,0.49,0.29,2.1,15.7,33.65
"HABs-ScrippsPier_2016-01-11T18:20:00Z",1.04,1.41,0.66,1.39,1.43,1.81,0.13,NA,0,0.71,0.6,0.42,5,15.8,33.43
"HABs-ScrippsPier_2016-01-18T18:45:00Z",0.47,2.38,1.04,2.41,2.35,0.93,0.19,NA,NA,1.05,1.02,0.37,4.9,15.8,33.44
"HABs-ScrippsPier_2016-01-25T18:23:00Z",0.63,1.54,1,1.53,1.56,1.57,0.29,NA,0,1,0.99,0.39,4.9,15.8,33.6
"HABs-ScrippsPier_2016-02-02T18:45:00Z",1.31,2.4,0.78,2.01,2.8,0.77,0.13,NA,0,1.27,0.29,0.5,5.2,14.8,33.58
"HABs-ScrippsPier_2016-02-08T17:52:00Z",0.41,1.74,1.02,1.78,1.7,2.25,0.24,NA,0,0.94,1.11,0.43,5.6,15.1,33.58
"HABs-ScrippsPier_2016-02-15T18:39:00Z",0.84,0.9,0.48,0.9,0.9,0.62,0.13,NA,0.04,0.52,0.44,0.34,3.1,16,33.55
"HABs-ScrippsPier_2016-02-22T19:45:00Z",0.35,1.98,0.53,1.98,1.99,0.23,0,NA,0,0.48,0.58,0.34,3.6,16.5,33.59
"HABs-ScrippsPier_2016-02-29T17:45:00Z",0.55,1.79,0.45,1.76,1.81,0.2,0,NA,0,0.55,0.35,0.25,4.1,16.8,33.59
"HABs-ScrippsPier_2016-03-07T17:00:00Z",0.66,1.43,1.01,1.57,1.29,0.06,0.12,NA,0,1.18,0.84,0.25,3.9,16.9,33.55
"HABs-ScrippsPier_2016-03-15T17:45:00Z",0.63,2.38,0.98,2.47,2.3,1.69,0.2,NA,0,0.94,1.02,0.32,5.5,16.4,33.51
"HABs-ScrippsPier_2016-03-21T17:40:00Z",0.54,2.84,1.12,2.82,2.85,0.69,0.18,NA,0,1.15,1.1,0.21,5.6,16.4,33.5
"HABs-ScrippsPier_2016-03-28T17:44:00Z",0.45,2.42,0.86,2.33,2.51,0.37,0,NA,0,0.84,0.88,0.32,3.8,16.3,33.56
"HABs-ScrippsPier_2016-04-04T16:10:00Z",0.63,1.63,1.14,1.73,1.53,2.85,0.37,NA,0,1.19,1.08,0.43,5.1,15.7,33.49
"HABs-ScrippsPier_2016-04-11T17:00:00Z",0.28,1.92,0.53,1.92,1.92,0.12,0,NA,0,0.56,0.5,0.26,3.9,16.9,33.51
"HABs-ScrippsPier_2016-04-18T15:56:00Z",0.37,1.3,0.64,1.37,1.23,0.25,0,NA,0.05,0.6,0.69,0.18,3,17.8,33.54
"HABs-ScrippsPier_2016-04-25T16:24:00Z",0.5,1.14,0.43,1.1,1.18,0.29,0.12,NA,0,0.51,0.35,0.3,2.9,17.6,33.58
"HABs-ScrippsPier_2016-05-02T15:45:00Z",0.64,0.58,0.19,0.56,0.61,0.44,0.11,NA,0,0.13,0.25,0.26,2.5,18,33.61
"HABs-ScrippsPier_2016-05-09T16:16:00Z",0.84,1.69,0,1.14,2.24,0.14,0,NA,0,0.31,0,0.21,3,18.9,33.53
"HABs-ScrippsPier_2016-05-16T16:10:00Z",0.5,0.76,0.26,0.77,0.75,0.46,0,NA,0,0.23,0.29,0.21,3.6,18,33.58
"HABs-ScrippsPier_2016-05-23T16:15:00Z",0.24,1.77,0.52,1.76,1.79,0.2,0,NA,0,0.5,0.53,0.23,4,18.7,33.56
"HABs-ScrippsPier_2016-05-31T17:47:00Z",0.88,3.48,1.18,3.51,3.45,0.16,0.12,NA,0,1.13,1.23,0.12,3.4,19,33.65
"HABs-ScrippsPier_2016-06-06T16:35:00Z",0.38,5.63,1.46,5.63,5.63,0.04,0.11,NA,0,1.44,1.49,0.21,7,17.9,33.59
"HABs-ScrippsPier_2016-06-13T16:23:00Z",0.52,2.23,0.4,2.23,2.22,0.27,0,NA,0,0.37,0.42,0.18,3.9,18.6,33.37
"HABs-ScrippsPier_2016-06-20T16:32:00Z",0.64,3.65,1.08,3.83,3.47,0.06,0.11,NA,0,1.14,1.02,0.35,6.1,17.6,33.6
"HABs-ScrippsPier_2016-06-27T16:42:00Z",0.56,2.95,0.48,2.89,3.01,0.04,0.11,NA,0,0.48,0.48,0.22,5.3,20.7,33.61
"HABs-ScrippsPier_2016-07-05T16:40:00Z",0.59,2.6,0.92,2.68,2.53,0.14,0,NA,0,0.84,0.99,0,4.6,22,33.78
"HABs-ScrippsPier_2016-07-11T16:30:00Z",0.4,2.75,0.83,2.78,2.72,0.13,0,NA,0,0.78,0.88,0.18,4.4,20,33.7
"HABs-ScrippsPier_2016-07-18T16:49:00Z",0.69,4.45,0.64,4.53,4.36,0.37,0,NA,0,0.59,0.7,0,3.3,23.5,33.76
"HABs-ScrippsPier_2016-07-25T16:33:00Z",0.34,4.04,0.34,4.12,3.96,0.5,0,NA,0,0.31,0.36,0,2.5,23.7,33.74
"HABs-ScrippsPier_2016-08-01T16:21:00Z",0.87,5.12,0.29,5.3,4.94,0.45,0,NA,0,0.18,0.39,0.11,2,24.3,33.74
"HABs-ScrippsPier_2016-08-08T16:15:00Z",0.53,7.08,2.6,6.86,7.29,0.19,0,NA,0,2.9,2.31,0.17,3.3,22.4,33.63
"HABs-ScrippsPier_2016-08-15T17:10:00Z",0.71,4.39,4.66,3.71,5.07,0.25,0,NA,0,3.62,5.69,0.16,3.6,22.2,33.64
"HABs-ScrippsPier_2016-08-22T15:45:00Z",1.05,2.08,0.69,2.12,2.05,0.45,0,NA,0,0.66,0.72,0.29,4.5,19.1,33.38
"HABs-ScrippsPier_2016-08-29T16:05:00Z",0.61,2.27,0.9,2.21,2.33,0.22,0,NA,0,0.9,0.9,0.24,3.6,20.9,33.49
"HABs-ScrippsPier_2016-09-06T15:50:00Z",0.46,1.84,0.36,1.81,1.87,0.18,0,NA,0,0.42,0.29,0.23,2.9,21.2,33.55
"HABs-ScrippsPier_2016-09-12T16:20:00Z",0.4,1.55,0.42,1.56,1.54,0.3,0,NA,0,0.42,0.43,0.27,3,20.3,33.51
"HABs-ScrippsPier_2016-09-19T15:50:00Z",0.37,2.8,0.57,2.58,3.02,0.19,0,NA,0,0.58,0.56,0.29,3.8,19,33.39
"HABs-ScrippsPier_2016-09-26T16:05:00Z",0.67,1.31,0.34,1.27,1.36,0.29,0.17,NA,0,0.3,0.39,0.31,3.6,18,33.36
"HABs-ScrippsPier_2016-10-03T16:05:00Z",0.83,1.88,0.46,1.86,1.9,0.29,0.1,NA,0,0.56,0.35,0.35,3.5,18.8,NA
"HABs-ScrippsPier_2016-10-10T16:10:00Z",0.38,1.92,0.2,1.97,1.87,0.23,0,NA,0,0.19,0.21,0.2,3.3,19.9,33.45
"HABs-ScrippsPier_2016-10-17T15:54:00Z",0.76,2.25,0.7,2.24,2.25,0.08,0,NA,0,0.64,0.77,0.3,3.8,17.9,33.34
"HABs-ScrippsPier_2016-10-24T15:55:00Z",0.77,2.55,0.98,2.56,2.54,0.14,0,NA,0,0.97,0.99,0.24,3.4,17.2,33.35
"HABs-ScrippsPier_2016-10-31T16:54:00Z",0.35,1.84,0.62,1.83,1.85,0.08,0,NA,0,0.57,0.68,0.23,2.8,18.6,33.37
"HABs-ScrippsPier_2016-11-07T17:10:00Z",1.21,1.17,0.42,1.13,1.21,0.05,0,NA,0,0.45,0.39,0.26,2.4,18.6,33.39
"HABs-ScrippsPier_2016-11-14T17:50:00Z",0.6,1.14,0.19,1.22,1.06,0.11,0,NA,0,0.16,0.22,0.21,2.2,19.1,33.45
"HABs-ScrippsPier_2016-11-21T18:40:00Z",0.38,1,0.38,0.95,1.04,0.15,0,NA,0,0.4,0.36,0.29,2.5,17.6,33.36
"HABs-ScrippsPier_2016-11-28T18:17:00Z",0.8,1.38,0.66,1.32,1.43,0.17,0,NA,0,0.67,0.65,0.15,2.8,16.4,33.34
"HABs-ScrippsPier_2016-12-05T17:43:00Z",0.6,1.81,0.78,1.83,1.79,1.51,0.15,NA,0,0.9,0.65,0.39,3.6,14.8,33.34
"HABs-ScrippsPier_2016-12-12T18:20:00Z",1.3,1.6,0.76,1.58,1.63,0.72,0,NA,0,0.77,0.76,0.32,2.4,15.7,31.94
"HABs-ScrippsPier_2016-12-19T18:45:00Z",0.55,2.57,0.98,2.54,2.6,2.31,0.13,NA,0,0.94,1.01,0.61,4.7,14.3,33.25
"HABs-ScrippsPier_2016-12-26T19:05:00Z",1.48,1.13,0.42,1.15,1.11,0.41,0,NA,0,0.43,0.4,0.55,2.9,15.3,33.25
"HABs-ScrippsPier_2017-01-02T18:00:00Z",0.99,0.89,0.38,0.88,0.9,0.46,0,NA,0,0.37,0.4,0.13,2.1,15.2,NA
"HABs-ScrippsPier_2017-01-09T19:50:00Z",0.82,1.17,0.5,1.18,1.15,0.21,0,NA,0,0.54,0.45,0.32,2.9,15.5,NA
"HABs-ScrippsPier_2017-01-16T18:10:00Z",1.17,1.25,0.54,1.23,1.28,0.51,0,NA,0,0.51,0.56,0.4,3.7,15,NA
"HABs-ScrippsPier_2017-01-23T17:05:00Z",2.15,0.82,0.68,0.85,0.8,1.73,0,NA,0,0.69,0.67,0.43,4.9,14.6,NA
"HABs-ScrippsPier_2017-01-30T18:05:00Z",0.85,1.75,0.59,1.77,1.74,2.42,0.17,NA,0,0.58,0.6,0.43,4.6,14.7,NA
"HABs-ScrippsPier_2017-02-06T18:20:00Z",1.19,1.17,0.48,1.26,1.08,1.19,0,NA,0,0.48,0.48,0.33,3.1,14.7,NA
"HABs-ScrippsPier_2017-02-13T17:15:00Z",1.61,2.34,1.09,2.34,2.34,4.65,0.22,NA,0,1.08,1.1,0.5,5.8,14.3,NA
"HABs-ScrippsPier_2017-02-20T18:25:00Z",1.25,1.1,0.61,1.11,1.09,0.31,0,NA,0,0.64,0.58,0.22,3.4,15.2,NA
"HABs-ScrippsPier_2017-02-27T18:40:00Z",1,1.53,0.74,1.47,1.59,3.12,0.11,NA,0,0.78,0.7,0.54,5.2,14.5,NA
"HABs-ScrippsPier_2017-03-06T18:17:00Z",1.19,2.51,0.94,2.51,2.52,0.97,0,NA,0,0.9,0.97,0.4,6.6,14.9,NA
"HABs-ScrippsPier_2017-03-13T17:00:00Z",0.67,2.61,0.96,2.56,2.66,0.13,0,NA,0,1,0.92,0.27,6,16.1,NA
"HABs-ScrippsPier_2017-03-20T15:53:00Z",0.98,2.62,1.25,2.61,2.63,0.69,0,NA,0,1.26,1.25,0.31,5.1,16.1,NA
"HABs-ScrippsPier_2017-03-27T16:40:00Z",1.32,5.88,1.05,5.46,6.31,2.04,0,NA,0,0.94,1.16,0.42,6.5,15,NA
"HABs-ScrippsPier_2017-04-03T16:04:00Z",0.53,6.2,0.92,6.98,5.41,0.03,0,NA,0,0.9,0.93,0.22,4.3,17.2,NA
"HABs-ScrippsPier_2017-04-10T15:58:00Z",0.65,8.64,1.18,9.58,7.7,0.65,0,NA,0,0.98,1.37,0.34,6.8,15.5,NA
"HABs-ScrippsPier_2017-04-17T16:21:00Z",0.7,11.03,2.19,11.19,10.87,0.44,0,NA,0.12,2.27,2.11,0.29,9,15.9,NA
"HABs-ScrippsPier_2017-04-24T16:06:00Z",1.19,3.67,1.04,3.53,3.81,0.34,0,NA,0.05,1.03,1.05,0.27,2.7,16.7,NA
"HABs-ScrippsPier_2017-05-01T16:13:00Z",1.34,3.42,1,3.3,3.55,0.36,0,NA,2.07,1.05,0.95,0.23,1.5,17,NA
"HABs-ScrippsPier_2017-05-08T16:27:00Z",1.05,5.1,0.9,4.98,5.22,0.63,0,NA,0,0.99,0.81,0.57,2,16.4,NA
"HABs-ScrippsPier_2017-05-15T16:12:00Z",0.49,4.49,0.9,4.57,4.41,0.28,0,NA,0,0.84,0.95,0.21,3.4,17.2,NA
"HABs-ScrippsPier_2017-05-22T15:56:00Z",0.59,3.2,1.1,3.12,3.28,0.2,0,NA,0.05,1.04,1.17,0.15,3.2,19.1,NA
"HABs-ScrippsPier_2017-05-29T16:20:00Z",0.54,8.71,3.42,8.93,8.5,1.7,0.11,NA,0.83,3.74,3.09,0.51,3.2,14.7,NA
"HABs-ScrippsPier_2017-06-05T16:23:00Z",1.14,1.77,0.89,1.76,1.77,0.12,0,NA,0,0.89,0.89,0.16,1.1,18,NA
"HABs-ScrippsPier_2017-06-12T16:12:00Z",0.71,2.32,0.88,2.24,2.4,0.44,0,NA,0,0.9,0.87,0.29,3,18.5,NA
"HABs-ScrippsPier_2017-06-19T16:20:00Z",0.84,2.75,0.85,2.69,2.8,0.1,0,NA,0,0.88,0.82,0.15,2.5,21.1,NA
"HABs-ScrippsPier_2017-06-26T16:20:00Z",0.86,3.13,0.82,3.14,3.13,0.39,0,NA,0,0.8,0.83,0.32,6.3,16.9,33.51
"HABs-ScrippsPier_2017-07-03T16:47:00Z",0.47,2.92,0.42,2.82,3.02,0.08,0,NA,0,0.41,0.44,0.17,7.5,20,NA
"HABs-ScrippsPier_2017-07-10T16:15:00Z",0.63,1.58,0.42,1.59,1.57,0.1,0,NA,0,0.4,0.44,0,4.5,22.4,NA
"HABs-ScrippsPier_2017-07-17T16:30:00Z",0.57,1.31,0.36,1.31,1.3,0.12,0,NA,0,0.29,0.42,0,2.3,23.2,NA
"HABs-ScrippsPier_2017-07-24T16:20:00Z",0.55,2.04,0.59,2.03,2.05,0.14,0,NA,0,0.57,0.61,0,1.9,23.8,NA
"HABs-ScrippsPier_2017-07-31T16:25:00Z",0.68,2.92,1.32,2.76,3.08,0.1,0,NA,0,1.13,1.51,0,1.3,23.7,33.62
"HABs-ScrippsPier_2017-08-07T16:13:00Z",0.49,2.42,0.83,2.42,2.43,0.21,0,NA,0,0.86,0.8,0.11,2.1,21.8,33.55
"HABs-ScrippsPier_2017-08-14T16:15:00Z",0.9,2.52,0.54,2.49,2.54,0.06,0,NA,0,0.54,0.54,0.21,3.3,19.9,33.53
"HABs-ScrippsPier_2017-08-21T16:15:00Z",0.37,2.75,0.44,2.8,2.69,0.11,0,NA,0,0.43,0.45,0,0,21.9,33.62
"HABs-ScrippsPier_2017-08-28T16:05:00Z",0.31,2.37,0.75,2.35,2.38,0.17,0,NA,0,0.64,0.86,0.11,0,21,33.6
"HABs-ScrippsPier_2017-09-05T16:20:00Z",0.42,1.73,0.36,1.71,1.75,0.16,0,NA,0,0.39,0.34,0,1.2,22.5,33.52
"HABs-ScrippsPier_2017-09-11T16:13:00Z",0.57,1.21,0.48,1.16,1.25,0.09,0,NA,0,0.49,0.48,0.14,1.4,21.8,33.49
"HABs-ScrippsPier_2017-09-18T16:25:00Z",1.2,1.33,0.5,1.3,1.35,0.1,0,NA,0,0.5,0.5,0.15,1.6,21.1,33.46
"HABs-ScrippsPier_2017-09-25T16:20:00Z",0.62,1.23,0.53,1.26,1.19,0.11,0,NA,0,0.55,0.51,0.14,2.1,19.8,33.5
"HABs-ScrippsPier_2017-10-02T16:17:00Z",1.09,0.78,0.32,0.76,0.8,0.09,0,NA,0,0.31,0.33,0.14,2.1,20.2,33.47
"HABs-ScrippsPier_2017-10-09T16:30:00Z",1.18,0.94,0.38,0.9,0.97,0.06,0,NA,0,0.35,0.4,0.2,2.7,19.7,33.44
"HABs-ScrippsPier_2017-10-16T16:19:00Z",1.09,1.39,0.54,1.37,1.41,0.06,0.12,NA,0,0.52,0.55,0.2,2.9,20.3,33.45
"HABs-ScrippsPier_2017-10-23T16:20:00Z",0.56,2,0.91,1.97,2.03,0.13,0,NA,0,0.94,0.88,0.26,3.7,18.9,33.47
"HABs-ScrippsPier_2017-10-30T16:10:00Z",1.27,1.49,0.5,1.44,1.54,0.1,0,NA,0,0.53,0.48,0.14,2.5,19.4,33.51
"HABs-ScrippsPier_2017-11-06T18:13:00Z",0.54,1.97,0.58,1.98,1.96,0.09,0,NA,0,0.52,0.65,0.31,3.4,18.1,33.46
"HABs-ScrippsPier_2017-11-13T18:35:00Z",0.75,1.55,0.84,1.5,1.6,0.19,0,NA,0,0.9,0.79,0.32,3.4,17.3,33.45
"HABs-ScrippsPier_2017-11-20T18:15:00Z",0.32,2.4,0.84,2.45,2.35,0.68,0,NA,0,0.81,0.88,0.42,4.8,15.7,33.41
"HABs-ScrippsPier_2017-11-27T18:17:00Z",0.56,1.82,0.69,1.84,1.79,0.2,0,NA,0,0.65,0.73,0.33,2.8,17.1,33.43
"HABs-ScrippsPier_2017-12-04T17:17:00Z",0.38,0.85,0.44,0.88,0.82,0.24,0,NA,0,0.44,0.45,0.26,2.5,16.5,33.46
"HABs-ScrippsPier_2017-12-11T18:19:00Z",0.61,0.82,0.48,0.8,0.83,0.12,0,NA,0,0.5,0.46,0.28,2.3,16.4,33.49
"HABs-ScrippsPier_2017-12-18T18:17:00Z",0.63,0.67,0.36,0.65,0.69,0.05,0,NA,0,0.36,0.35,0.42,2.3,16.4,33.54
"HABs-ScrippsPier_2017-12-23T18:10:00Z",0.44,1.23,0.51,1.24,1.22,0.17,0,NA,0,0.48,0.54,0.25,2.5,15.6,33.56
"HABs-ScrippsPier_2018-01-02T18:20:00Z",0.54,0.66,0.38,0.68,0.65,0.2,0,NA,0,0.37,0.39,0.3,2.5,16.3,33.56
"HABs-ScrippsPier_2018-01-08T18:50:00Z",1.25,0.95,0.63,0.94,0.96,0.28,0,NA,0,0.6,0.66,0.35,2.7,16.3,33.53
"HABs-ScrippsPier_2018-01-16T18:36:00Z",0.92,0.88,0.58,0.89,0.86,0.4,0,NA,0,0.59,0.58,0.32,3.1,16.3,33.44
"HABs-ScrippsPier_2018-01-22T18:45:00Z",0.43,1.23,0.58,1.22,1.23,0.66,0,NA,0,0.61,0.56,0.37,3.4,15.5,33.48
"HABs-ScrippsPier_2018-01-29T18:46:00Z",0.53,2.54,0.57,2.46,2.63,0.1,0,NA,0,0.61,0.54,0.27,3.5,15.5,33.59
"HABs-ScrippsPier_2018-02-05T18:50:00Z",0.64,1.26,0.29,1.29,1.23,0.16,0,NA,0,0.27,0.3,0.26,2.3,15.7,33.51
"HABs-ScrippsPier_2018-02-12T18:55:00Z",0.33,1.03,0.3,1.03,1.03,0.03,0,NA,0,0.32,0.27,0.27,2.3,16.2,33.62
"HABs-ScrippsPier_2018-02-19T18:05:00Z",1.05,1.38,0.57,1.31,1.44,0.28,0,NA,0,0.54,0.6,0.36,1.8,15.9,33.55
"HABs-ScrippsPier_2018-02-26T18:45:00Z",0.48,1.8,0.72,1.83,1.77,0.85,0,NA,0,0.73,0.72,0.4,3.7,14.4,33.62
"HABs-ScrippsPier_2018-03-05T18:47:00Z",0.15,1.46,0.5,1.43,1.49,0.43,0.15,NA,0,0.52,0.49,0.3,4.7,14.5,33.57
"HABs-ScrippsPier_2018-03-12T16:48:00Z",0,2.04,0.62,2.03,2.05,0.05,0,NA,0,0.62,0.63,0.22,2.1,15.4,33.47
"HABs-ScrippsPier_2018-03-19T16:07:00Z",0.39,1.67,0.74,1.69,1.65,1.33,0.15,NA,0,0.7,0.77,0.33,4.2,14.8,33.48
"HABs-ScrippsPier_2018-03-26T16:26:00Z",0.25,3.24,1.77,3.14,3.34,7.22,0.31,NA,0,1.68,1.87,0.81,11.4,13.1,33.56
"HABs-ScrippsPier_2018-04-02T16:32:00Z",0.33,5.21,1.44,5.21,5.21,2.19,0.25,NA,0,1.39,1.5,0.41,8.6,13.6,33.56
"HABs-ScrippsPier_2018-04-10T16:25:00Z",0.31,2.16,0.55,2.07,2.24,0.05,0.12,NA,0,0.6,0.5,0.16,4.6,17.5,33.57
"HABs-ScrippsPier_2018-04-16T16:52:00Z",0.47,2.41,1.03,2.41,2.41,1.12,0.25,NA,0,0.94,1.13,0.32,7,15.9,33.59
"HABs-ScrippsPier_2018-04-23T16:37:00Z",0,4.96,1.78,4.79,5.13,0,0.12,NA,0,1.81,1.75,0.12,8,16.8,33.56
"HABs-ScrippsPier_2018-04-30T16:48:00Z",1.18,3.47,1.53,3.49,3.45,5.51,0.44,NA,0,1.5,1.56,0.74,13.4,14.2,33.68
"HABs-ScrippsPier_2018-05-07T16:56:00Z",0.35,5.91,3.21,5.74,6.08,1.46,0.24,NA,0,3.02,3.4,0.5,12.3,16,33.69
"HABs-ScrippsPier_2018-05-14T17:00:00Z",0,2.32,1.33,2.26,2.38,0,0.12,NA,0,1.3,1.35,0.18,5.3,18.2,33.6
"HABs-ScrippsPier_2018-05-21T16:36:00Z",0.6,5.84,5.08,5.41,6.27,0.27,0.15,NA,0,4.23,5.92,0.29,5.9,17,33.71
"HABs-ScrippsPier_2018-05-29T16:10:00Z",0,3.37,2.42,3.26,3.48,0.07,0.13,NA,0,2.44,2.41,0.2,4.7,18.1,33.7
