"id","Akashiwo sanguinea ( cells/L )","Alexandrium ( cells/L )","Dinophysis ( cells/L )","Lingulodinium polyedra ( cells/L )","Pseudo-nitzschia delicatissima ( cells/L )","Pseudo-nitzschia seriata ( cells/L )"
"HABs-ScrippsPier_2017-07-10T16:15:00Z",0,0,0,0,14393,0
"HABs-ScrippsPier_2017-07-17T16:30:00Z",0,0,0,408,10331,4078
"HABs-ScrippsPier_2017-07-24T16:20:00Z",0,0,0,0,816,408
"HABs-ScrippsPier_2017-07-31T16:25:00Z",0,0,0,0,3129,0
"HABs-ScrippsPier_2017-08-07T16:13:00Z",0,0,0,0,680,544
"HABs-ScrippsPier_2017-08-14T16:15:00Z",0,0,0,0,1224,272
"HABs-ScrippsPier_2017-08-21T16:15:00Z",0,0,0,0,3755,1252
"HABs-ScrippsPier_2017-08-28T16:05:00Z",0,0,0,0,4501,3215
"HABs-ScrippsPier_2017-09-05T16:20:00Z",0,0,136,408,1088,0
"HABs-ScrippsPier_2017-09-11T16:13:00Z",0,0,136,136,816,0
"HABs-ScrippsPier_2017-09-18T16:25:00Z",0,0,136,1223,544,408
"HABs-ScrippsPier_2017-09-25T16:20:00Z",0,0,136,680,952,0
"HABs-ScrippsPier_2017-10-02T16:17:00Z",0,0,272,0,3127,544
"HABs-ScrippsPier_2017-10-09T16:30:00Z",0,0,272,272,12913,3262
"HABs-ScrippsPier_2017-10-16T16:19:00Z",0,0,0,0,3670,272
"HABs-ScrippsPier_2017-10-23T16:20:00Z",0,0,410,2051,10257,821
"HABs-ScrippsPier_2017-10-30T16:10:00Z",0,0,136,544,6524,544
"HABs-ScrippsPier_2017-11-06T18:13:00Z",0,0,821,410,23795,1641
"HABs-ScrippsPier_2017-11-13T18:35:00Z",0,0,0,626,4381,0
"HABs-ScrippsPier_2017-11-20T18:15:00Z",0,0,0,626,10639,1252
"HABs-ScrippsPier_2017-11-27T18:17:00Z",0,0,626,626,18774,7510
"HABs-ScrippsPier_2017-12-04T17:17:00Z",0,0,136,136,1903,0
"HABs-ScrippsPier_2017-12-11T18:19:00Z",0,0,267,267,178,0
"HABs-ScrippsPier_2017-12-18T18:17:00Z",0,0,0,178,1336,0
"HABs-ScrippsPier_2017-12-23T18:10:00Z",0,0,0,408,1495,0
"HABs-ScrippsPier_2018-01-02T18:20:00Z",0,0,0,816,1903,0
"HABs-ScrippsPier_2018-01-08T18:50:00Z",0,0,0,544,1767,2583
"HABs-ScrippsPier_2018-01-16T18:36:00Z",0,0,0,821,4103,0
"HABs-ScrippsPier_2018-01-22T18:45:00Z",0,0,136,816,680,0
"HABs-ScrippsPier_2018-01-29T18:46:00Z",0,0,0,2503,5006,3755
"HABs-ScrippsPier_2018-02-05T18:50:00Z",0,0,0,544,816,1767
"HABs-ScrippsPier_2018-02-12T18:55:00Z",0,0,0,1359,4758,1495
"HABs-ScrippsPier_2018-02-19T18:05:00Z",0,0,0,3282,5744,821
"HABs-ScrippsPier_2018-02-26T18:45:00Z",0,0,272,1359,1767,816
"HABs-ScrippsPier_2018-03-05T18:47:00Z",0,0,0,816,8564,1359
"HABs-ScrippsPier_2018-03-12T16:48:00Z",0,0,0,0,28307,4513
"HABs-ScrippsPier_2018-03-19T16:07:00Z",0,0,0,0,9846,0
"HABs-ScrippsPier_2018-03-26T16:26:00Z",0,0,0,5006,3755,0
"HABs-ScrippsPier_2018-04-02T16:32:00Z",0,0,0,7510,64458,0
"HABs-ScrippsPier_2018-04-10T16:25:00Z",0,0,0,7510,18774,0
"HABs-ScrippsPier_2018-04-16T16:52:00Z",0,0,821,3282,0,0
"HABs-ScrippsPier_2018-04-23T16:37:00Z",0,0,1878,2503,6258,3129
"HABs-ScrippsPier_2018-04-30T16:48:00Z",0,0,0,1252,0,3129
"HABs-ScrippsPier_2018-05-07T16:56:00Z",0,0,0,5006,2503,0
"HABs-ScrippsPier_2018-05-14T17:00:00Z",0,0,0,1877,5007,8135
"HABs-ScrippsPier_2018-05-21T16:36:00Z",0,0,1878,6258,10639,2504
"HABs-ScrippsPier_2018-05-29T16:10:00Z",0,0,0,7510,36297,10639
"HABs-ScrippsPier_2018-06-04T16:42:00Z",626,0,626,3129,30038,12516
"HABs-ScrippsPier_2018-06-11T16:15:00Z",0,0,1252,5006,11890,2503
"HABs-ScrippsPier_2018-06-18T16:20:00Z",0,0,0,4381,38800,0
"HABs-ScrippsPier_2018-06-25T16:45:00Z",0,0,0,0,3755,0
"HABs-ScrippsPier_2018-07-02T16:06:00Z",0,0,136,4350,1631,272
"HABs-ScrippsPier_2018-07-09T16:23:00Z",0,0,0,408,1224,408
"HABs-ScrippsPier_2018-07-16T16:39:00Z",0,0,0,0,18148,0
"HABs-ScrippsPier_2018-07-23T16:20:00Z",0,0,0,0,10013,0
"HABs-ScrippsPier_2018-07-30T16:20:00Z",0,0,0,0,816,0
"HABs-ScrippsPier_2018-08-06T17:16:00Z",0,0,0,0,680,0
"HABs-ScrippsPier_2018-08-13T16:28:00Z",0,0,0,410,2051,0
"HABs-ScrippsPier_2018-08-20T16:12:00Z",0,0,0,0,1641,0
"HABs-ScrippsPier_2018-08-27T16:40:00Z",0,0,1878,0,3755,0
"HABs-ScrippsPier_2018-09-04T16:18:00Z",0,0,0,0,6258,0
"HABs-ScrippsPier_2018-09-10T16:43:00Z",0,0,0,680,3535,0
"HABs-ScrippsPier_2018-09-17T16:13:00Z",0,0,0,446,1426,0
"HABs-ScrippsPier_2018-09-24T16:07:00Z",0,0,952,0,0,0
"HABs-ScrippsPier_2018-10-01T16:13:00Z",0,0,0,0,2990,0
"HABs-ScrippsPier_2018-10-08T16:11:00Z",0,0,820,0,63589,5744
"HABs-ScrippsPier_2018-10-15T16:10:00Z",0,0,136,0,10738,0
"HABs-ScrippsPier_2018-10-22T16:01:00Z",0,0,136,0,6389,544
"HABs-ScrippsPier_2018-10-29T16:26:00Z",0,0,408,0,4485,544
"HABs-ScrippsPier_2018-11-05T18:22:00Z",0,0,0,136,3806,0
"HABs-ScrippsPier_2018-11-13T18:19:00Z",0,0,0,0,1337,0
"HABs-ScrippsPier_2018-11-19T18:13:00Z",0,0,0,0,1903,544
"HABs-ScrippsPier_2018-11-26T17:52:00Z",0,0,0,680,10875,1495
"HABs-ScrippsPier_2018-12-03T18:24:00Z",0,0,0,0,13538,1641
"HABs-ScrippsPier_2018-12-10T18:13:00Z",0,0,0,0,2851,0
"HABs-ScrippsPier_2018-12-17T18:27:00Z",0,0,0,136,3806,272
"HABs-ScrippsPier_2018-12-23T18:21:00Z",0,0,0,544,3806,0
"HABs-ScrippsPier_2018-12-31T18:16:00Z",0,0,0,410,8615,0
"HABs-ScrippsPier_2019-01-07T18:09:00Z",0,0,89,446,980,0
"HABs-ScrippsPier_2019-01-14T18:10:00Z",0,0,89,178,0,0
"HABs-ScrippsPier_2019-01-22T18:05:00Z",0,0,272,680,3399,1087
"HABs-ScrippsPier_2019-01-28T18:04:00Z",0,0,0,1087,3398,5029
"HABs-ScrippsPier_2019-02-04T18:09:00Z",0,0,626,1877,4381,0
"HABs-ScrippsPier_2019-02-11T17:52:00Z",0,0,0,4381,8762,0
"HABs-ScrippsPier_2019-02-19T18:30:00Z",0,0,272,680,1223,0
"HABs-ScrippsPier_2019-02-25T17:57:00Z",0,0,0,0,8761,5006
"HABs-ScrippsPier_2019-03-04T17:56:00Z",0,0,0,5632,31290,10638
"HABs-ScrippsPier_2019-03-11T16:02:00Z",272,0,1496,1359,2582,0
"HABs-ScrippsPier_2019-03-18T16:10:00Z",544,0,952,1359,0,0
"HABs-ScrippsPier_2019-03-25T16:05:00Z",0,0,2504,2503,15020,28787
"HABs-ScrippsPier_2019-04-01T16:36:00Z",4078,1359,1088,408,1088,2855
"HABs-ScrippsPier_2019-04-08T16:45:00Z",4381,0,1252,0,63206,33793
"HABs-ScrippsPier_2019-04-15T17:04:00Z",4622,272,1632,4486,3262,816
"HABs-ScrippsPier_2019-04-22T17:20:00Z",0,0,0,408,3262,816
"HABs-ScrippsPier_2019-04-29T17:03:00Z",544,0,136,1223,4214,544
"HABs-ScrippsPier_2019-05-06T16:53:00Z",408,0,0,408,10330,1223
"HABs-ScrippsPier_2019-05-13T16:57:00Z",0,0,0,6258,11890,0
"HABs-ScrippsPier_2019-05-20T17:00:00Z",2503,0,1252,60703,19400,0
"HABs-ScrippsPier_2019-05-28T16:28:00Z",0,0,1252,47561,88863,24407
"HABs-ScrippsPier_2019-06-03T16:45:00Z",11890,0,2504,647705,56948,38174
"HABs-ScrippsPier_2019-06-10T16:43:00Z",0,0,626,55696,27535,0
"HABs-ScrippsPier_2019-06-17T16:15:00Z",7510,0,3129,236553,14393,0
"HABs-ScrippsPier_2019-06-24T16:20:00Z",0,2503,1877,25658,5006,0
"HABs-ScrippsPier_2019-07-01T16:20:00Z",0,0,0,5006,31290,10012
"HABs-ScrippsPier_2019-07-08T16:26:00Z",0,0,0,3755,46309,8762
"HABs-ScrippsPier_2019-07-15T16:18:00Z",0,0,1252,24406,46935,1252
"HABs-ScrippsPier_2019-07-22T16:20:00Z",0,0,0,2462,31590,1641
"HABs-ScrippsPier_2019-07-29T16:15:00Z",0,0,0,2872,20512,1641
"HABs-ScrippsPier_2019-08-05T16:14:00Z",0,0,272,3806,14273,272
"HABs-ScrippsPier_2019-08-12T16:12:00Z",0,0,626,32542,50064,1252
"HABs-ScrippsPier_2019-08-19T16:15:00Z",626,0,626,6884,66335,5006
"HABs-ScrippsPier_2019-08-26T16:53:00Z",3129,0,1252,1252,36922,3755
"HABs-ScrippsPier_2019-09-03T16:08:00Z",0,0,272,1087,1088,1088
"HABs-ScrippsPier_2019-09-09T16:15:00Z",0,0,272,0,2719,0
"HABs-ScrippsPier_2019-09-16T16:22:00Z",0,0,272,0,11554,272
"HABs-ScrippsPier_2019-09-23T16:22:00Z",0,0,544,272,6524,544
"HABs-ScrippsPier_2019-09-30T16:35:00Z",0,0,2504,0,25032,1252
"HABs-ScrippsPier_2019-10-07T17:30:00Z",0,0,0,626,85109,4381
"HABs-ScrippsPier_2019-10-14T17:16:00Z",0,0,0,0,63832,3755
"HABs-ScrippsPier_2019-10-21T17:27:00Z",0,0,0,626,58825,3755
"HABs-ScrippsPier_2019-10-28T17:36:00Z",0,0,626,0,25658,0
"HABs-ScrippsPier_2019-11-04T19:27:00Z",0,0,136,1767,6525,680
"HABs-ScrippsPier_2019-11-12T18:40:00Z",0,0,136,272,2855,272
"HABs-ScrippsPier_2019-11-18T19:13:00Z",0,0,136,272,7476,1903
"HABs-ScrippsPier_2019-11-25T18:15:00Z",0,0,626,1877,45683,4381
"HABs-ScrippsPier_2019-12-02T19:30:00Z",0,0,0,3129,37548,5632
"HABs-ScrippsPier_2019-12-09T18:36:00Z",0,0,0,410,9026,0
"HABs-ScrippsPier_2019-12-16T18:18:00Z",0,0,0,2503,15645,1252
"HABs-ScrippsPier_2019-12-23T17:40:00Z",0,0,0,1877,8135,1252
"HABs-ScrippsPier_2019-12-30T18:13:00Z",0,0,136,1631,4622,1631
"HABs-ScrippsPier_2020-01-06T17:55:00Z",0,0,0,2872,5744,821
"HABs-ScrippsPier_2020-01-13T19:11:00Z",0,0,0,1231,11488,3282
"HABs-ScrippsPier_2020-01-21T19:01:00Z",0,0,0,2447,7884,1767
"HABs-ScrippsPier_2020-01-27T18:47:00Z",0,0,136,816,3942,544
"HABs-ScrippsPier_2020-02-03T18:40:00Z",0,0,0,1359,9515,680
"HABs-ScrippsPier_2020-02-10T18:35:00Z",0,0,136,408,35886,4758
"HABs-ScrippsPier_2020-02-18T17:59:00Z",0,0,0,2051,65640,8615
"HABs-ScrippsPier_2020-02-24T18:28:00Z",0,0,0,408,18078,3126
"HABs-ScrippsPier_2020-03-02T18:30:00Z",0,0,0,4381,11890,5632
"HABs-StearnsWharf_2008-06-30T16:30:00Z",0,0,7000,1000,55000,345000
"HABs-StearnsWharf_2008-07-07T16:30:00Z",0,0,700,800,2000,59000
"HABs-StearnsWharf_2008-07-14T17:15:00Z",500,0,300,0,60000,2e+05
"HABs-StearnsWharf_2008-07-22T16:30:00Z",1200,0,200,3500,900,2000
"HABs-StearnsWharf_2008-07-28T17:00:00Z",4000,250,150,1000,0,900
"HABs-StearnsWharf_2008-08-05T16:20:00Z",500,0,700,18000,2300,2700
"HABs-StearnsWharf_2008-08-11T16:45:00Z",0,0,400,65400,0,540
"HABs-StearnsWharf_2008-08-18T16:40:00Z",150,0,600,18500,0,0
"HABs-StearnsWharf_2008-08-25T17:00:00Z",300,0,150,9000,200,1200
"HABs-StearnsWharf_2008-09-02T16:45:00Z",350,0,2000,2900,3300,3500
"HABs-StearnsWharf_2008-09-08T16:45:00Z",0,0,700,43400,150,300
"HABs-StearnsWharf_2008-09-15T16:45:00Z",1300,320,920,18000,340,0
"HABs-StearnsWharf_2008-09-22T16:30:00Z",100,0,600,400,1900,300
"HABs-StearnsWharf_2008-09-29T17:00:00Z",0,0,0,0,9600,2800
"HABs-StearnsWharf_2008-10-06T16:20:00Z",900,4300,1200,300,15300,13400
"HABs-StearnsWharf_2008-10-21T16:00:00Z",100,0,600,300,22000,32000
"HABs-StearnsWharf_2008-10-27T15:15:00Z",42000,1200,800,1400,200,3800
"HABs-StearnsWharf_2008-11-03T18:30:00Z",150,0,100,10500,0,100
"HABs-StearnsWharf_2008-11-11T17:45:00Z",5500,0,0,2000,1250,450
"HABs-StearnsWharf_2008-11-18T18:00:00Z",27500,0,300,3000,4500,24500
"HABs-StearnsWharf_2008-11-26T18:15:00Z",9500,0,1400,5000,1800,200
"HABs-StearnsWharf_2008-12-02T18:30:00Z",15600,0,2500,14500,1150,450
"HABs-StearnsWharf_2008-12-08T16:45:00Z",10800,0,300,1000,5700,5800
"HABs-StearnsWharf_2008-12-15T17:00:00Z",3000,0,0,800,400,3100
"HABs-StearnsWharf_2008-12-31T16:30:00Z",100,0,80,0,4600,4400
"HABs-StearnsWharf_2009-01-05T17:00:00Z",80,500,500,550,200,5800
"HABs-StearnsWharf_2009-01-12T16:30:00Z",100,0,0,100,0,3100
"HABs-StearnsWharf_2009-01-20T16:30:00Z",100,1200,1000,100,1100,1500
"HABs-StearnsWharf_2009-01-26T17:15:00Z",0,0,100,0,300,0
"HABs-StearnsWharf_2009-02-02T16:45:00Z",0,0,0,0,8200,0
"HABs-StearnsWharf_2009-02-09T15:25:00Z",0,0,80,0,750,300
"HABs-StearnsWharf_2009-02-17T16:45:00Z",0,0,0,0,3500,550
"HABs-StearnsWharf_2009-02-23T17:00:00Z",0,0,380,0,3620,660
"HABs-StearnsWharf_2009-03-02T16:00:00Z",0,0,100,0,7800,2600
"HABs-StearnsWharf_2009-03-09T15:25:00Z",0,0,720,0,74800,37100
"HABs-StearnsWharf_2009-03-17T16:15:00Z",0,0,0,0,19300,10800
"HABs-StearnsWharf_2009-03-23T15:45:00Z",0,0,0,0,0,9600
"HABs-StearnsWharf_2009-03-31T15:30:00Z",0,0,0,0,800,30600
"HABs-StearnsWharf_2009-04-06T16:00:00Z",0,0,0,0,1200,4200
"HABs-StearnsWharf_2009-04-13T16:20:00Z",0,0,60,0,1500,2500
"HABs-StearnsWharf_2009-04-21T16:00:00Z",0,0,0,0,7300,10600
"HABs-StearnsWharf_2009-04-27T15:30:00Z",0,0,0,0,1700,27200
"HABs-StearnsWharf_2009-05-04T15:45:00Z",0,0,140,0,0,5300
"HABs-StearnsWharf_2009-05-11T15:30:00Z",0,0,400,0,0,12500
"HABs-StearnsWharf_2009-05-18T15:20:00Z",0,0,0,0,87100,6900
"HABs-StearnsWharf_2009-05-25T15:15:00Z",0,0,80,0,449200,2400
"HABs-StearnsWharf_2009-06-01T15:30:00Z",0,0,60,0,47100,2800
"HABs-StearnsWharf_2009-06-08T15:45:00Z",0,0,400,0,25100,600
"HABs-StearnsWharf_2009-06-15T16:00:00Z",0,0,300,0,99400,0
"HABs-StearnsWharf_2009-06-22T15:45:00Z",0,0,0,0,399200,0
"HABs-StearnsWharf_2009-06-29T15:45:00Z",0,0,0,0,190000,0
"HABs-StearnsWharf_2009-07-06T16:45:00Z",0,0,0,0,539800,0
"HABs-StearnsWharf_2009-07-13T17:15:00Z",0,0,200,0,8800,0
"HABs-StearnsWharf_2009-07-22T16:15:00Z",0,0,6400,0,11100,0
"HABs-StearnsWharf_2009-07-27T13:53:00Z",0,14700,100,0,1400,5000
"HABs-StearnsWharf_2009-08-03T16:31:00Z",0,0,0,0,93100,49200
"HABs-StearnsWharf_2009-08-10T16:59:00Z",0,2000,200,0,0,16600
"HABs-StearnsWharf_2009-08-17T18:03:00Z",0,1100,0,0,24600,50200
"HABs-StearnsWharf_2009-08-24T16:45:00Z",0,0,200,0,5600,21000
"HABs-StearnsWharf_2009-08-31T16:25:00Z",0,1700,200,0,62200,500
"HABs-StearnsWharf_2009-09-08T15:45:00Z",0,0,300,0,0,0
"HABs-StearnsWharf_2009-09-21T15:15:00Z",0,800,0,3700,0,0
"HABs-StearnsWharf_2009-09-28T16:20:00Z",0,3300,200,14300,0,0
"HABs-StearnsWharf_2009-10-05T17:15:00Z",0,0,0,2000,0,0
"HABs-StearnsWharf_2009-10-12T16:30:00Z",0,0,0,18300,11900,100
"HABs-StearnsWharf_2009-10-19T15:50:00Z",0,0,0,43300,0,0
"HABs-StearnsWharf_2009-10-26T15:00:00Z",0,0,0,20600,0,0
"HABs-StearnsWharf_2009-11-02T15:25:00Z",0,0,0,4100,16000,0
"HABs-StearnsWharf_2009-11-09T16:20:00Z",0,0,0,80700,300,600
"HABs-StearnsWharf_2009-11-16T16:10:00Z",0,0,0,43400,2600,1300
"HABs-StearnsWharf_2009-11-23T17:45:00Z",0,0,0,56400,500,0
"HABs-StearnsWharf_2009-11-30T17:30:00Z",0,0,0,4300,700,400
"HABs-StearnsWharf_2009-12-07T18:45:00Z",200,0,0,16200,2200,1700
"HABs-StearnsWharf_2009-12-14T17:40:00Z",0,0,0,4600,0,0
"HABs-StearnsWharf_2009-12-21T16:31:00Z",20,0,40,1220,200,40
"HABs-StearnsWharf_2009-12-28T17:00:00Z",0,0,0,3300,500,0
"HABs-StearnsWharf_2010-01-04T17:00:00Z",0,0,0,500,8900,0
"HABs-StearnsWharf_2010-01-11T17:55:00Z",100,0,100,1600,2500,200
"HABs-StearnsWharf_2010-01-19T15:15:00Z",0,0,0,2000,0,500
"HABs-StearnsWharf_2010-01-25T16:55:00Z",0,0,0,500,0,400
"HABs-StearnsWharf_2010-02-01T18:05:00Z",0,0,0,0,3900,200
"HABs-StearnsWharf_2010-02-08T15:50:00Z",0,0,0,120,0,120
"HABs-StearnsWharf_2010-02-16T15:45:00Z",0,0,0,0,1200,300
"HABs-StearnsWharf_2010-03-02T15:55:00Z",0,0,200,2500,0,800
"HABs-StearnsWharf_2010-03-08T15:35:00Z",0,0,0,200,6200,900
"HABs-StearnsWharf_2010-03-15T16:30:00Z",0,0,100,100,25200,1900
"HABs-StearnsWharf_2010-03-22T16:45:00Z",0,0,100,0,11400,5200
"HABs-StearnsWharf_2010-03-29T15:55:00Z",0,0,1300,1200,2000,1300
"HABs-StearnsWharf_2010-04-05T16:20:00Z",0,0,0,200,0,620
"HABs-StearnsWharf_2010-04-12T16:20:00Z",0,0,0,40,260,240
"HABs-StearnsWharf_2010-04-19T15:56:00Z",0,0,20,0,1780,1100
"HABs-StearnsWharf_2010-05-03T15:45:00Z",0,0,0,100,300,400
"HABs-StearnsWharf_2010-05-10T16:30:00Z",0,0,0,0,800,11000
"HABs-StearnsWharf_2010-05-17T16:30:00Z",0,0,0,0,5000,23000
"HABs-StearnsWharf_2010-05-24T16:41:00Z",0,0,0,0,5600,55800
"HABs-StearnsWharf_2010-06-02T14:55:00Z",0,0,1800,0,4000,33100
"HABs-StearnsWharf_2010-06-07T17:50:00Z",0,0,4900,900,0,2600
"HABs-StearnsWharf_2010-06-14T15:15:00Z",0,0,700,0,43800,21600
"HABs-StearnsWharf_2010-06-30T16:45:00Z",0,0,0,7300,11400,0
"HABs-StearnsWharf_2010-07-06T15:55:00Z",0,0,0,16600,0,2100
"HABs-StearnsWharf_2010-07-12T15:45:00Z",0,0,1400,42900,0,300
"HABs-StearnsWharf_2010-07-19T16:00:00Z",0,0,1500,124600,0,0
"HABs-StearnsWharf_2010-07-26T16:15:00Z",0,0,4100,27000,0,0
"HABs-StearnsWharf_2010-08-02T14:55:00Z",0,0,0,0,12500,35100
"HABs-StearnsWharf_2010-08-09T15:25:00Z",0,0,900,0,19200,63800
"HABs-StearnsWharf_2010-08-19T15:45:00Z",0,0,400,0,14300,44400
"HABs-StearnsWharf_2010-08-26T15:55:00Z",600,3400,8400,0,9800,142700
"HABs-StearnsWharf_2010-09-07T16:50:00Z",800,0,2100,0,0,1800
"HABs-StearnsWharf_2010-09-13T15:00:00Z",12100,0,4500,0,0,0
"HABs-StearnsWharf_2010-09-20T16:05:00Z",2900,0,900,0,0,0
"HABs-StearnsWharf_2010-09-27T15:33:00Z",3200,2800,9500,0,0,0
"HABs-StearnsWharf_2010-10-04T16:00:00Z",3200,0,2400,1900,0,0
"HABs-StearnsWharf_2010-10-11T15:55:00Z",400,0,1400,700,0,0
"HABs-StearnsWharf_2010-10-18T15:47:00Z",700,0,600,0,8800,0
"HABs-StearnsWharf_2010-10-25T15:09:00Z",0,0,0,700,223400,0
"HABs-StearnsWharf_2010-11-01T15:25:00Z",0,0,0,0,174800,0
"HABs-StearnsWharf_2010-11-08T16:57:00Z",2200,0,0,0,5100,0
"HABs-StearnsWharf_2010-11-15T16:19:00Z",1500,0,0,1500,138800,15600
"HABs-StearnsWharf_2010-11-22T16:19:00Z",0,0,0,0,10800,0
"HABs-StearnsWharf_2010-11-29T16:34:00Z",0,0,0,0,18200,5100
"HABs-StearnsWharf_2010-12-06T15:53:00Z",0,1100,1700,800,2500,15500
"HABs-StearnsWharf_2010-12-13T17:13:00Z",3100,0,1800,0,11100,4200
"HABs-StearnsWharf_2011-01-05T17:00:00Z",1300,0,0,0,5600,1300
"HABs-StearnsWharf_2011-01-10T17:29:00Z",700,0,0,0,5400,0
"HABs-StearnsWharf_2011-01-24T17:05:00Z",0,0,0,2500,0,6000
"HABs-StearnsWharf_2011-01-31T17:07:00Z",0,0,0,700,4100,0
"HABs-StearnsWharf_2011-02-07T17:19:00Z",700,0,0,0,10300,13000
"HABs-StearnsWharf_2011-02-14T16:52:00Z",0,0,900,2900,15200,23500
"HABs-StearnsWharf_2011-02-22T17:12:00Z",0,0,500,0,6300,1300
"HABs-StearnsWharf_2011-03-01T17:16:00Z",0,0,0,0,10400,4800
"HABs-StearnsWharf_2011-03-08T16:59:00Z",0,0,0,0,1200,130000
"HABs-StearnsWharf_2011-03-16T16:09:00Z",0,0,0,0,17900,22700
"HABs-StearnsWharf_2011-03-21T16:31:00Z",0,0,0,0,4300,56400
"HABs-StearnsWharf_2011-03-28T16:18:00Z",0,0,0,0,0,63500
"HABs-StearnsWharf_2011-04-04T15:45:00Z",0,0,0,0,5800,11900
"HABs-StearnsWharf_2011-04-11T16:52:00Z",0,0,0,0,800,5100
"HABs-StearnsWharf_2011-04-18T16:14:00Z",0,0,0,0,0,82700
"HABs-StearnsWharf_2011-04-26T15:49:00Z",0,0,0,0,0,10000
"HABs-StearnsWharf_2011-05-02T16:13:00Z",0,0,0,0,0,12200
"HABs-StearnsWharf_2011-05-09T14:49:00Z",0,0,0,0,0,8500
"HABs-StearnsWharf_2011-05-16T16:25:00Z",0,0,0,0,0,7500
"HABs-StearnsWharf_2011-05-23T16:02:00Z",0,0,0,0,0,289500
"HABs-StearnsWharf_2011-05-31T18:03:00Z",0,0,0,0,145900,235700
"HABs-StearnsWharf_2011-06-06T16:53:00Z",0,0,0,0,26700,115700
"HABs-StearnsWharf_2011-06-13T16:34:00Z",0,0,0,0,5100,15000
"HABs-StearnsWharf_2011-06-20T16:01:00Z",0,0,0,0,9000,50000
"HABs-StearnsWharf_2011-06-27T14:10:00Z",0,0,1800,0,0,0
"HABs-StearnsWharf_2011-07-05T15:20:00Z",0,0,4800,0,0,0
"HABs-StearnsWharf_2011-07-11T14:15:00Z",0,0,2800,0,0,0
"HABs-StearnsWharf_2011-07-18T15:45:00Z",0,0,1700,0,0,0
"HABs-StearnsWharf_2011-07-25T15:25:00Z",0,0,0,0,153700,26700
"HABs-StearnsWharf_2011-08-01T16:28:00Z",0,0,0,0,27500,0
"HABs-StearnsWharf_2011-08-08T15:33:00Z",0,0,0,0,24900,0
"HABs-StearnsWharf_2011-08-15T16:00:00Z",0,0,3200,0,2300,8300
"HABs-StearnsWharf_2011-08-22T15:42:00Z",0,0,800,0,4700,3700
"HABs-StearnsWharf_2011-08-29T14:25:00Z",0,0,1300,0,39000,4700
"HABs-StearnsWharf_2011-09-06T16:45:00Z",0,0,600,0,5000,0
"HABs-StearnsWharf_2011-09-15T14:00:00Z",0,0,1000,0,0,0
"HABs-StearnsWharf_2011-09-19T14:50:00Z",0,0,900,700,0,0
"HABs-StearnsWharf_2011-09-26T16:30:00Z",0,0,1114,371,0,4084
"HABs-StearnsWharf_2011-10-03T17:00:00Z",0,0,0,743,3713,5569
"HABs-StearnsWharf_2011-10-10T17:00:00Z",0,0,743,2228,17820,86875
"HABs-StearnsWharf_2011-10-17T17:20:00Z",0,0,4455,15593,1856,0
"HABs-StearnsWharf_2011-10-24T17:15:00Z",0,0,1485,31557,0,0
"HABs-StearnsWharf_2011-10-31T19:00:00Z",0,0,371,2228,2599,2599
"HABs-StearnsWharf_2011-11-07T17:20:00Z",0,0,0,2599,1485,743
"HABs-StearnsWharf_2011-11-14T18:00:00Z",371,0,1485,8910,1485,371
"HABs-StearnsWharf_2011-11-21T18:45:00Z",0,0,8353,0,232,2320
"HABs-StearnsWharf_2011-11-27T20:00:00Z",0,0,464,0,4409,464
"HABs-StearnsWharf_2011-12-07T11:45:00Z",0,0,120,0,80,0
"HABs-StearnsWharf_2011-12-12T19:30:00Z",0,0,464,232,4409,1160
"HABs-StearnsWharf_2011-12-18T19:45:00Z",0,0,0,0,3481,10906
"HABs-StearnsWharf_2011-12-27T17:05:00Z",0,0,0,0,0,160
"HABs-StearnsWharf_2012-01-02T18:30:00Z",0,0,0,0,480,120
"HABs-StearnsWharf_2012-01-09T18:45:00Z",0,0,0,0,7193,9978
"HABs-StearnsWharf_2012-01-16T21:30:00Z",0,0,696,0,6729,10906
"HABs-StearnsWharf_2012-01-23T19:00:00Z",0,0,80,0,920,280
"HABs-StearnsWharf_2012-01-30T18:00:00Z",0,0,0,0,107665,113698
"HABs-StearnsWharf_2012-02-06T17:15:00Z",232,0,0,0,9978,51048
"HABs-StearnsWharf_2012-02-13T17:30:00Z",0,0,40,0,80,0
"HABs-StearnsWharf_2012-02-21T15:00:00Z",0,0,232,0,16243,928
"HABs-StearnsWharf_2012-02-28T19:20:00Z",0,0,0,0,40,0
"HABs-StearnsWharf_2012-03-05T18:15:00Z",0,0,0,0,0,0
"HABs-StearnsWharf_2012-03-13T09:45:00Z",0,0,0,0,0,80
"HABs-StearnsWharf_2012-03-19T18:25:00Z",0,0,0,0,0,40
"HABs-StearnsWharf_2012-03-26T19:30:00Z",0,0,232,0,0,16011
"HABs-StearnsWharf_2012-04-02T17:20:00Z",0,0,40,0,0,200
"HABs-StearnsWharf_2012-04-09T17:30:00Z",0,0,0,0,0,160
"HABs-StearnsWharf_2012-04-16T18:20:00Z",0,0,0,0,0,0
"HABs-StearnsWharf_2012-04-23T17:45:00Z",0,0,20,0,180,0
"HABs-StearnsWharf_2012-04-30T17:30:00Z",0,0,696,0,0,3713
"HABs-StearnsWharf_2012-05-07T16:45:00Z",0,0,464,0,0,10210
"HABs-StearnsWharf_2012-05-14T17:20:00Z",0,0,0,0,0,464
