"id","Alexandrium ( cells/L )","Pseudo-nitzschia seriata ( cells/L )","Ammonium ( uM )","Nitrate ( uM )","Nitrite ( uM )","Phosphate ( uM )","Silicate ( uM )","Temp ( Celsius )","locationID","eventDate"
"HABs-StearnsWharf_2009-11-23T17:45:00Z",0,0,3.065,0.36,0.304,0.639,5.677,16,"StearnsWharf",2009-11-23
"HABs-StearnsWharf_2009-11-30T17:30:00Z",0,400,2.727,2.219,0.554,0.68,5.108,16.5,"StearnsWharf",2009-11-30
"HABs-StearnsWharf_2009-12-07T18:45:00Z",0,1700,2.678,1.883,0.268,0.728,5.806,NA,"StearnsWharf",2009-12-07
"HABs-StearnsWharf_2009-12-14T17:40:00Z",0,0,2.754,0.634,0.865,0.884,6.531,15,"StearnsWharf",2009-12-14
"HABs-StearnsWharf_2009-12-21T16:31:00Z",0,40,3.865,0.954,0.378,0.686,5.424,13.5,"StearnsWharf",2009-12-21
"HABs-StearnsWharf_2009-12-28T17:00:00Z",0,0,3.865,1.534,0.575,0.739,6.663,14.8,"StearnsWharf",2009-12-28
"HABs-StearnsWharf_2010-01-04T17:00:00Z",0,0,3.665,1.104,0.263,0.593,4.114,14.8,"StearnsWharf",2010-01-04
"HABs-StearnsWharf_2010-01-11T17:55:00Z",0,200,8.232,1.394,0.451,0.913,6.734,16,"StearnsWharf",2010-01-11
"HABs-StearnsWharf_2010-01-19T15:15:00Z",0,500,2.601,2.069,1.388,1.073,5.139,14.8,"StearnsWharf",2010-01-19
"HABs-StearnsWharf_2010-01-25T16:55:00Z",0,400,3.374,4.087,0.498,0.952,8.485,14,"StearnsWharf",2010-01-25
"HABs-StearnsWharf_2010-02-01T18:05:00Z",0,200,2.908,1.591,0.659,0.765,6.213,15.2,"StearnsWharf",2010-02-01
"HABs-StearnsWharf_2010-02-08T15:50:00Z",0,120,4.152,1.994,0.645,0.998,7.314,12.5,"StearnsWharf",2010-02-08
"HABs-StearnsWharf_2010-02-16T15:45:00Z",0,300,4.104,1.557,0.401,0.722,4.681,13.5,"StearnsWharf",2010-02-16
"HABs-StearnsWharf_2010-03-02T15:55:00Z",0,800,4.395,1.458,0.407,0.752,5.668,15,"StearnsWharf",2010-03-02
"HABs-StearnsWharf_2010-03-08T15:35:00Z",0,900,4.761,2.555,0.424,1.108,7.687,13.5,"StearnsWharf",2010-03-08
"HABs-StearnsWharf_2010-03-15T16:30:00Z",0,1900,3.138,8.441,0.295,1.016,11.691,12.5,"StearnsWharf",2010-03-15
"HABs-StearnsWharf_2010-03-22T16:45:00Z",0,5200,5.053,2.161,0.363,1.159,5.87,14.5,"StearnsWharf",2010-03-22
"HABs-StearnsWharf_2010-03-29T15:55:00Z",0,1300,4.807,1.812,0.35,1.136,4.015,14,"StearnsWharf",2010-03-29
"HABs-StearnsWharf_2010-04-05T16:20:00Z",0,620,14.431,11.932,0.694,1.489,15.753,13,"StearnsWharf",2010-04-05
"HABs-StearnsWharf_2010-04-12T16:20:00Z",0,240,NA,NA,NA,NA,NA,14.5,"StearnsWharf",2010-04-12
"HABs-StearnsWharf_2010-04-19T15:56:00Z",0,1100,1.503,15.001,0.452,1.545,25.826,15.5,"StearnsWharf",2010-04-19
"HABs-StearnsWharf_2010-05-03T15:45:00Z",0,400,5.646,1.011,0.35,1.304,6.057,13,"StearnsWharf",2010-05-03
"HABs-StearnsWharf_2010-05-10T16:30:00Z",0,11000,7.101,6.509,0.356,1.92,10.276,14.5,"StearnsWharf",2010-05-10
"HABs-StearnsWharf_2010-05-17T16:30:00Z",0,23000,7.125,3.366,0.295,1.548,7.345,13,"StearnsWharf",2010-05-17
"HABs-StearnsWharf_2010-05-24T16:41:00Z",0,55800,11.023,16.586,0.374,2.177,18.358,14,"StearnsWharf",2010-05-24
"HABs-StearnsWharf_2010-06-02T14:55:00Z",0,33100,6.093,2.186,0.168,0.774,4.778,14.5,"StearnsWharf",2010-06-02
"HABs-StearnsWharf_2010-06-07T17:50:00Z",0,2600,1.241,0.526,0,0.192,1.633,17.5,"StearnsWharf",2010-06-07
"HABs-StearnsWharf_2010-06-14T15:15:00Z",0,21600,0.718,0.201,0,0.235,2.139,16.5,"StearnsWharf",2010-06-14
"HABs-StearnsWharf_2010-06-30T16:45:00Z",0,0,6.941,1.164,0.185,1.21,10.129,16.5,"StearnsWharf",2010-06-30
"HABs-StearnsWharf_2010-07-06T15:55:00Z",0,2100,1.171,0.268,0,1.055,10.276,15.5,"StearnsWharf",2010-07-06
"HABs-StearnsWharf_2010-07-12T15:45:00Z",0,300,2.206,0.407,0,1.123,15.897,15,"StearnsWharf",2010-07-12
"HABs-StearnsWharf_2010-07-19T16:00:00Z",0,0,0.449,0,0,0.629,9.357,16.5,"StearnsWharf",2010-07-19
"HABs-StearnsWharf_2010-07-26T16:15:00Z",0,0,1.849,0.294,0,0.472,3.264,15.5,"StearnsWharf",2010-07-26
"HABs-StearnsWharf_2010-08-02T14:55:00Z",0,35100,2.772,0.479,0,0.301,0,15,"StearnsWharf",2010-08-02
"HABs-StearnsWharf_2010-08-09T15:25:00Z",0,63800,4.122,4.752,0.327,0.777,5.673,14,"StearnsWharf",2010-08-09
"HABs-StearnsWharf_2010-08-19T15:45:00Z",0,44400,3.363,0.443,0,0.32,4.801,16.5,"StearnsWharf",2010-08-19
"HABs-StearnsWharf_2010-08-26T15:55:00Z",3400,142700,1.859,0.541,0.199,1.408,8.555,14,"StearnsWharf",2010-08-26
"HABs-StearnsWharf_2010-09-07T16:50:00Z",0,1800,3.046,1.829,0.367,0.89,14.56,16,"StearnsWharf",2010-09-07
"HABs-StearnsWharf_2010-09-13T15:00:00Z",0,0,5.673,2.138,0.334,0.908,11.598,15,"StearnsWharf",2010-09-13
"HABs-StearnsWharf_2010-09-20T16:05:00Z",0,0,3.008,0.35,0.181,0.58,4.531,16.5,"StearnsWharf",2010-09-20
"HABs-StearnsWharf_2010-09-27T15:33:00Z",2800,0,2.138,0.903,0.239,0.633,4.923,17.5,"StearnsWharf",2010-09-27
"HABs-StearnsWharf_2010-10-04T16:00:00Z",0,0,5.56,0.517,0.21,0.703,5.02,16.5,"StearnsWharf",2010-10-04
"HABs-StearnsWharf_2010-10-11T15:55:00Z",0,0,6.956,0.648,0.245,0.735,3.466,17,"StearnsWharf",2010-10-11
"HABs-StearnsWharf_2010-10-18T15:47:00Z",0,0,7.671,0.771,0.152,0.617,3.568,17.5,"StearnsWharf",2010-10-18
"HABs-StearnsWharf_2010-10-25T15:09:00Z",0,0,4.705,0.675,0.198,0.667,3.767,15.5,"StearnsWharf",2010-10-25
"HABs-StearnsWharf_2010-11-01T15:25:00Z",0,0,3.171,0.772,0.274,0.576,3.593,15,"StearnsWharf",2010-11-01
"HABs-StearnsWharf_2010-11-08T16:57:00Z",0,0,5.607,1.347,0.384,1.129,10.561,15.5,"StearnsWharf",2010-11-08
"HABs-StearnsWharf_2010-11-15T16:19:00Z",0,15600,2.036,0.176,0.167,0.623,3.78,16,"StearnsWharf",2010-11-15
"HABs-StearnsWharf_2010-11-22T16:19:00Z",0,0,2.121,0.036,0.33,0.842,6.533,12.5,"StearnsWharf",2010-11-22
"HABs-StearnsWharf_2010-11-29T16:34:00Z",0,5100,2.636,0.522,0.164,0.516,8.731,11,"StearnsWharf",2010-11-29
"HABs-StearnsWharf_2010-12-06T15:53:00Z",1100,15500,3.511,0.196,0.258,0.795,9.488,12.5,"StearnsWharf",2010-12-06
"HABs-StearnsWharf_2010-12-13T17:13:00Z",0,4200,19.538,1,0.263,0.882,3.564,13.5,"StearnsWharf",2010-12-13
"HABs-StearnsWharf_2011-01-05T17:00:00Z",0,1300,4.38,5.909,0.504,1.042,10.974,12,"StearnsWharf",2011-01-05
"HABs-StearnsWharf_2011-01-10T17:29:00Z",0,0,19.532,5.113,0.573,1.114,10.525,13.5,"StearnsWharf",2011-01-10
"HABs-StearnsWharf_2011-01-24T17:05:00Z",0,6000,12.122,0.755,0.24,0.847,6.426,13,"StearnsWharf",2011-01-24
"HABs-StearnsWharf_2011-01-31T17:07:00Z",0,0,7.477,1.229,0.228,0.703,4.831,14.5,"StearnsWharf",2011-01-31
"HABs-StearnsWharf_2011-02-07T17:19:00Z",0,13000,6.265,1.146,0.296,0.686,4.388,14.5,"StearnsWharf",2011-02-07
"HABs-StearnsWharf_2011-02-14T16:52:00Z",0,23500,12.165,0.708,0.231,0.69,3.415,14,"StearnsWharf",2011-02-14
"HABs-StearnsWharf_2011-02-22T17:12:00Z",0,1300,8.939,7.537,0.425,1.152,42.282,12,"StearnsWharf",2011-02-22
"HABs-StearnsWharf_2011-03-01T17:16:00Z",0,4800,10.73,6.666,0.291,0.892,11.556,12,"StearnsWharf",2011-03-01
"HABs-StearnsWharf_2011-03-08T16:59:00Z",0,130000,3.674,16.843,0.337,1.637,25.032,13,"StearnsWharf",2011-03-08
"HABs-StearnsWharf_2011-03-16T16:09:00Z",0,22700,4.323,0.426,0,0.331,1.438,14,"StearnsWharf",2011-03-16
"HABs-StearnsWharf_2011-03-21T16:31:00Z",0,56400,3.689,23.9,0.779,1.956,56.238,12,"StearnsWharf",2011-03-21
"HABs-StearnsWharf_2011-03-28T16:18:00Z",0,63500,4.906,4.75,0.284,0.406,15.801,13,"StearnsWharf",2011-03-28
"HABs-StearnsWharf_2011-04-04T15:45:00Z",0,11900,8.228,3.999,0.298,0.996,8.797,13,"StearnsWharf",2011-04-04
"HABs-StearnsWharf_2011-04-11T16:52:00Z",0,5100,15.344,13.274,0.535,1.899,23.735,13.5,"StearnsWharf",2011-04-11
"HABs-StearnsWharf_2011-04-18T16:14:00Z",0,82700,12.442,1.11,0.255,1.171,3.668,15,"StearnsWharf",2011-04-18
"HABs-StearnsWharf_2011-04-26T15:49:00Z",0,10000,10.598,7.119,0.4,1.565,12.569,13,"StearnsWharf",2011-04-26
"HABs-StearnsWharf_2011-05-02T16:13:00Z",0,12200,1.815,0,0,0.129,0,15,"StearnsWharf",2011-05-02
"HABs-StearnsWharf_2011-05-09T14:49:00Z",0,8500,7.113,0.986,0.13,0.909,4.003,12.5,"StearnsWharf",2011-05-09
"HABs-StearnsWharf_2011-05-16T16:25:00Z",0,7500,9.44,12.109,0.449,1.923,20.283,13,"StearnsWharf",2011-05-16
"HABs-StearnsWharf_2011-05-23T16:02:00Z",0,289500,3.058,1.753,0.221,0.796,4.657,15,"StearnsWharf",2011-05-23
"HABs-StearnsWharf_2011-05-31T18:03:00Z",0,235700,6.617,19.94,0.379,2.054,27.733,15,"StearnsWharf",2011-05-31
"HABs-StearnsWharf_2011-06-06T16:53:00Z",0,115700,4.426,1.122,0.211,0.744,5.053,15,"StearnsWharf",2011-06-06
"HABs-StearnsWharf_2011-06-13T16:34:00Z",0,15000,18.845,0.244,0,0.238,0,16,"StearnsWharf",2011-06-13
"HABs-StearnsWharf_2011-06-20T16:01:00Z",0,50000,13.01,1.731,0.326,1.878,8.717,15.5,"StearnsWharf",2011-06-20
"HABs-StearnsWharf_2011-06-27T14:10:00Z",0,0,4.861,0.665,0.186,0.826,5.362,17,"StearnsWharf",2011-06-27
"HABs-StearnsWharf_2011-07-05T15:20:00Z",0,0,5.129,0,NA,0.236,3.711,19,"StearnsWharf",2011-07-05
"HABs-StearnsWharf_2011-07-11T14:15:00Z",0,0,5.323,0,NA,0.26,8.323,18.5,"StearnsWharf",2011-07-11
"HABs-StearnsWharf_2011-07-18T15:45:00Z",0,0,4.224,0,NA,0.621,12.274,18,"StearnsWharf",2011-07-18
"HABs-StearnsWharf_2011-07-25T15:25:00Z",0,26700,9.162,0,NA,0.258,2.071,17,"StearnsWharf",2011-07-25
"HABs-StearnsWharf_2011-08-01T16:28:00Z",0,0,4.848,0.573,NA,0.751,5.453,17,"StearnsWharf",2011-08-01
"HABs-StearnsWharf_2011-08-08T15:33:00Z",0,0,1.646,0.415,NA,0.331,7.992,17.5,"StearnsWharf",2011-08-08
"HABs-StearnsWharf_2011-08-15T16:00:00Z",0,8300,1.643,0,NA,0.344,3.647,17,"StearnsWharf",2011-08-15
"HABs-StearnsWharf_2011-08-22T15:42:00Z",0,3700,10.504,0.579,NA,0.823,9.144,17.5,"StearnsWharf",2011-08-22
"HABs-StearnsWharf_2011-08-29T14:25:00Z",0,4700,4.627,0.946,NA,0.988,8.757,16,"StearnsWharf",2011-08-29
"HABs-StearnsWharf_2011-09-06T16:45:00Z",0,0,9.488,2.12,NA,1.155,8.087,16.5,"StearnsWharf",2011-09-06
"HABs-StearnsWharf_2011-09-15T14:00:00Z",0,0,4.488,0.274,NA,0.432,2.896,17.5,"StearnsWharf",2011-09-15
"HABs-StearnsWharf_2011-09-19T14:50:00Z",0,0,2.42,0,NA,0.491,3.354,17,"StearnsWharf",2011-09-19
"HABs-StearnsWharf_2011-09-26T16:30:00Z",0,4084,7.407,0.519,NA,0.423,3.335,17,"StearnsWharf",2011-09-26
"HABs-StearnsWharf_2011-10-03T17:00:00Z",0,5569,3.921,0.398,NA,0.631,5.345,20,"StearnsWharf",2011-10-03
"HABs-StearnsWharf_2011-10-10T17:00:00Z",0,86875,2.535,3.773,NA,0.583,9.329,15,"StearnsWharf",2011-10-10
"HABs-StearnsWharf_2011-10-17T17:20:00Z",0,0,4.515,0.633,NA,0.572,9.454,18,"StearnsWharf",2011-10-17
"HABs-StearnsWharf_2011-10-24T17:15:00Z",0,0,NA,0,NA,0.318,5.213,17,"StearnsWharf",2011-10-24
"HABs-StearnsWharf_2011-10-31T19:00:00Z",0,2599,4.69,0.448,0,0.41,5.508,17,"StearnsWharf",2011-10-31
"HABs-StearnsWharf_2011-11-07T17:20:00Z",0,743,12.538,8.826,0.561,1.251,16.545,13,"StearnsWharf",2011-11-07
"HABs-StearnsWharf_2011-11-14T18:00:00Z",0,371,4.138,0.935,0.124,0.404,6.341,14,"StearnsWharf",2011-11-14
"HABs-StearnsWharf_2011-11-21T18:45:00Z",0,2320,11.545,0.975,0.15,1.035,7.195,15,"StearnsWharf",2011-11-21
"HABs-StearnsWharf_2011-11-27T20:00:00Z",0,464,3.188,0.556,0.11,0.471,3.93,15,"StearnsWharf",2011-11-27
"HABs-StearnsWharf_2011-12-07T11:45:00Z",0,0,2.456,1.791,0.215,0.559,5.731,16,"StearnsWharf",2011-12-07
"HABs-StearnsWharf_2011-12-12T19:30:00Z",0,1160,2.605,0.891,0.14,0.495,4.533,14,"StearnsWharf",2011-12-12
"HABs-StearnsWharf_2011-12-18T19:45:00Z",0,10906,7.141,0.764,0.155,0.577,3.617,15,"StearnsWharf",2011-12-18
"HABs-StearnsWharf_2011-12-27T17:05:00Z",0,160,6.514,1.697,0.284,0.707,5.877,13,"StearnsWharf",2011-12-27
"HABs-StearnsWharf_2012-01-02T18:30:00Z",0,120,39.209,2.313,0.306,0.677,6.229,14.5,"StearnsWharf",2012-01-02
"HABs-StearnsWharf_2012-01-09T18:45:00Z",0,9978,12.817,1.964,0.376,0.643,6.473,15,"StearnsWharf",2012-01-09
"HABs-StearnsWharf_2012-01-16T21:30:00Z",0,10906,40.207,0.498,0,0.271,3.348,14,"StearnsWharf",2012-01-16
"HABs-StearnsWharf_2012-01-23T19:00:00Z",0,280,2.639,3.09,0.234,0.611,7.083,14,"StearnsWharf",2012-01-23
"HABs-StearnsWharf_2012-01-30T18:00:00Z",0,113698,9.554,0.656,0,0.321,2.064,14,"StearnsWharf",2012-01-30
"HABs-StearnsWharf_2012-02-06T17:15:00Z",0,51048,19.823,0.411,0.129,1.912,1.559,14,"StearnsWharf",2012-02-06
"HABs-StearnsWharf_2012-02-13T17:30:00Z",0,0,24.027,1.407,0.195,0.654,5.756,16,"StearnsWharf",2012-02-13
"HABs-StearnsWharf_2012-02-21T15:00:00Z",0,928,30.393,4.239,0.165,0.706,9.617,13,"StearnsWharf",2012-02-21
"HABs-StearnsWharf_2012-02-28T19:20:00Z",0,0,6.616,6.087,0.319,1.449,13.158,13,"StearnsWharf",2012-02-28
"HABs-StearnsWharf_2012-03-05T18:15:00Z",0,0,17.013,13.073,0.428,1.297,17.016,13,"StearnsWharf",2012-03-05
"HABs-StearnsWharf_2012-03-13T09:45:00Z",0,80,6.325,12.063,0.373,1.548,18.45,15,"StearnsWharf",2012-03-13
"HABs-StearnsWharf_2012-03-19T18:25:00Z",0,40,8.205,14.914,0.329,1.652,21.397,12,"StearnsWharf",2012-03-19
"HABs-StearnsWharf_2012-03-26T19:30:00Z",0,16011,6.186,2.189,0,0.614,5.74,13,"StearnsWharf",2012-03-26
"HABs-StearnsWharf_2012-04-02T17:20:00Z",0,200,10.153,3.879,0.137,1.068,5.36,14,"StearnsWharf",2012-04-02
"HABs-StearnsWharf_2012-04-09T17:30:00Z",0,160,8.435,13.32,0.419,1.692,11.125,13,"StearnsWharf",2012-04-09
"HABs-StearnsWharf_2012-04-16T18:20:00Z",0,0,8.11,20.394,0.347,1.755,24.104,13,"StearnsWharf",2012-04-16
"HABs-StearnsWharf_2012-04-23T17:45:00Z",0,0,3.232,10.388,0.259,1.156,15.153,14,"StearnsWharf",2012-04-23
"HABs-StearnsWharf_2012-04-30T17:30:00Z",0,3713,1.056,0.854,0,0.342,7.976,15,"StearnsWharf",2012-04-30
"HABs-StearnsWharf_2012-05-07T16:45:00Z",0,10210,9.897,0.687,0,0.437,1.879,16,"StearnsWharf",2012-05-07
"HABs-StearnsWharf_2012-05-14T17:20:00Z",0,464,184.472,0.692,0.146,0.315,0,14,"StearnsWharf",2012-05-14
"HABs-StearnsWharf_2012-05-21T17:45:00Z",0,25524,78.159,0.32,0,0.22,0,16,"StearnsWharf",2012-05-21
"HABs-StearnsWharf_2012-05-31T17:15:00Z",0,37868,3.582,0.51,0.115,0.623,1.66,15,"StearnsWharf",2012-05-31
"HABs-StearnsWharf_2012-06-07T23:30:00Z",0,9746,37.715,0.588,0.173,1.017,2.656,NA,"StearnsWharf",2012-06-07
"HABs-StearnsWharf_2012-06-12T17:30:00Z",0,17171,90.501,0.457,0,0.647,4.879,17,"StearnsWharf",2012-06-12
"HABs-StearnsWharf_2012-06-18T17:30:00Z",0,0,13.48,0.281,0.105,1.102,6.562,17,"StearnsWharf",2012-06-18
"HABs-StearnsWharf_2012-06-25T16:45:00Z",0,7657,4.214,0.231,0,0.421,4.05,18,"StearnsWharf",2012-06-25
"HABs-StearnsWharf_2012-07-03T20:00:00Z",0,3945,3.552,0.396,0,0.741,4.9,17,"StearnsWharf",2012-07-03
"HABs-StearnsWharf_2012-07-09T17:15:00Z",0,239926,18.658,1.918,0.189,1.008,4.239,15.5,"StearnsWharf",2012-07-09
"HABs-StearnsWharf_2012-07-17T19:15:00Z",0,5801,0.944,0.327,0,0.32,2.18,17,"StearnsWharf",2012-07-17
"HABs-StearnsWharf_2012-07-23T17:15:00Z",0,4641,4.703,0.34,0.121,0.551,5.308,17,"StearnsWharf",2012-07-23
"HABs-StearnsWharf_2012-07-30T17:15:00Z",0,64274,1.24,0.248,0,0.289,0,16,"StearnsWharf",2012-07-30
"HABs-StearnsWharf_2012-08-06T19:15:00Z",0,464,400,0.228,0,0.135,4.533,18.5,"StearnsWharf",2012-08-06
"HABs-StearnsWharf_2012-08-14T15:30:00Z",0,928,7.905,0,0,0.256,1.64,17,"StearnsWharf",2012-08-14
"HABs-StearnsWharf_2012-08-20T19:30:00Z",0,55225,2.697,0,0,0.407,2.922,20,"StearnsWharf",2012-08-20
"HABs-StearnsWharf_2012-08-27T16:45:00Z",0,2088,1.119,0.249,0,0.274,1.884,17,"StearnsWharf",2012-08-27
"HABs-StearnsWharf_2012-09-04T16:25:00Z",0,0,7.363,0.501,0.149,0.81,8.244,17,"StearnsWharf",2012-09-04
"HABs-StearnsWharf_2012-09-10T16:45:00Z",0,5569,3.682,0.275,0.103,0.738,5.394,16,"StearnsWharf",2012-09-10
"HABs-StearnsWharf_2012-09-18T17:45:00Z",0,4177,14.721,0.282,0,0.452,4.114,17,"StearnsWharf",2012-09-18
"HABs-StearnsWharf_2012-09-24T15:15:00Z",0,0,2.077,0.176,0.103,0.585,7.545,18,"StearnsWharf",2012-09-24
"HABs-StearnsWharf_2012-10-01T16:20:00Z",0,5337,1.615,0.208,0,0.364,4.234,18,"StearnsWharf",2012-10-01
"HABs-StearnsWharf_2012-10-08T15:45:00Z",0,464,0.745,0,0,0.243,2.927,18,"StearnsWharf",2012-10-08
"HABs-StearnsWharf_2012-10-15T15:45:00Z",0,464,2.065,0.355,0.128,0.543,5.052,18,"StearnsWharf",2012-10-15
"HABs-StearnsWharf_2012-10-22T15:30:00Z",0,0,0.689,0,0,0.357,5.024,18,"StearnsWharf",2012-10-22
"HABs-StearnsWharf_2012-10-29T15:30:00Z",0,1480,1.487,0.331,0,0.38,3.353,17,"StearnsWharf",2012-10-29
"HABs-StearnsWharf_2012-11-05T16:30:00Z",0,1624,2.662,0.504,0.166,0.677,5.506,15,"StearnsWharf",2012-11-05
"HABs-StearnsWharf_2012-11-12T18:30:00Z",0,80,88.776,6.654,0.455,0.965,10.548,14,"StearnsWharf",2012-11-12
"HABs-StearnsWharf_2012-11-19T17:00:00Z",0,10210,2.297,0.49,0.135,0.39,2.663,15,"StearnsWharf",2012-11-19
"HABs-StearnsWharf_2012-11-26T17:00:00Z",0,0,2.572,0.373,0,0.325,2.073,16,"StearnsWharf",2012-11-26
"HABs-StearnsWharf_2012-12-04T16:00:00Z",0,0,26.998,0.549,0.15,0.476,3.254,12,"StearnsWharf",2012-12-04
"HABs-StearnsWharf_2012-12-10T16:00:00Z",0,0,21.018,0.709,0.219,0.451,5.966,14,"StearnsWharf",2012-12-10
"HABs-StearnsWharf_2012-12-17T16:00:00Z",0,0,10.142,1.091,0.241,0.375,4.894,14,"StearnsWharf",2012-12-17
"HABs-StearnsWharf_2012-12-27T18:05:00Z",0,928,3.776,1.738,0.172,0.364,3.503,14,"StearnsWharf",2012-12-27
"HABs-StearnsWharf_2013-01-04T18:30:00Z",0,10442,13.471,1.691,0.193,0.417,3.922,10,"StearnsWharf",2013-01-04
"HABs-StearnsWharf_2013-01-14T16:00:00Z",0,200,4.803,6.847,0.33,0.88,9.93,11,"StearnsWharf",2013-01-14
"HABs-StearnsWharf_2013-01-21T19:30:00Z",0,0,4.502,6.737,0.318,0.939,11.888,11,"StearnsWharf",2013-01-21
"HABs-StearnsWharf_2013-01-28T16:10:00Z",0,0,3.049,2.695,0.129,0.543,5.328,10,"StearnsWharf",2013-01-28
"HABs-StearnsWharf_2013-02-04T17:00:00Z",0,0,27.716,1.721,0,0.476,6.54,13,"StearnsWharf",2013-02-04
"HABs-StearnsWharf_2013-02-11T16:30:00Z",0,80,9.939,8.01,0.316,0.752,10.08,10,"StearnsWharf",2013-02-11
"HABs-StearnsWharf_2013-02-18T16:10:00Z",0,0,2.547,4.829,0.268,0.691,9.19,11,"StearnsWharf",2013-02-18
"HABs-StearnsWharf_2013-02-25T16:30:00Z",0,0,0.949,9.417,0.368,0.769,12.469,11,"StearnsWharf",2013-02-25
"HABs-StearnsWharf_2013-03-04T17:00:00Z",0,2320,2.355,0.581,0,0.224,5.032,15,"StearnsWharf",2013-03-04
"HABs-StearnsWharf_2013-03-12T15:30:00Z",0,0,4.506,11.702,0.386,1.044,16.553,12,"StearnsWharf",2013-03-12
"HABs-StearnsWharf_2013-03-18T15:30:00Z",0,19491,2.776,0,0,0.336,1.019,12,"StearnsWharf",2013-03-18
"HABs-StearnsWharf_2013-03-25T16:30:00Z",0,0,4.796,0.393,0.103,0.716,5.464,14,"StearnsWharf",2013-03-25
"HABs-StearnsWharf_2013-04-01T14:15:00Z",0,1640,5.627,1.118,0.14,0.982,5.325,13,"StearnsWharf",2013-04-01
"HABs-StearnsWharf_2013-04-08T15:30:00Z",0,0,4.79,6.956,0.212,1.013,10.853,12,"StearnsWharf",2013-04-08
"HABs-StearnsWharf_2013-04-15T15:30:00Z",0,117411,3.432,7.428,0.185,0.694,8.53,NA,"StearnsWharf",2013-04-15
"HABs-StearnsWharf_2013-04-22T15:00:00Z",0,143863,2.647,0.34,0.109,0.306,0,15,"StearnsWharf",2013-04-22
"HABs-StearnsWharf_2013-04-29T15:20:00Z",0,2552,3.777,0.437,0.144,0.372,2.364,15,"StearnsWharf",2013-04-29
"HABs-StearnsWharf_2013-05-06T15:00:00Z",0,280,12.017,0.748,0,0.208,2.131,16,"StearnsWharf",2013-05-06
"HABs-StearnsWharf_2013-05-13T15:30:00Z",0,5569,76.286,0,0,0.178,0,15,"StearnsWharf",2013-05-13
"HABs-StearnsWharf_2013-05-20T15:30:00Z",0,50584,1.463,0.116,0.102,0.466,2.196,20,"StearnsWharf",2013-05-20
"HABs-StearnsWharf_2013-05-28T16:00:00Z",928,1392,29.103,0.42,0.113,0.284,2.228,17,"StearnsWharf",2013-05-28
"HABs-StearnsWharf_2013-06-03T15:30:00Z",3713,2320,6.076,0.554,0,0.279,2.287,16,"StearnsWharf",2013-06-03
"HABs-StearnsWharf_2013-06-10T15:30:00Z",0,3481,1.333,0,0,0.14,1.287,17,"StearnsWharf",2013-06-10
"HABs-StearnsWharf_2013-06-17T16:00:00Z",0,0,11.385,0,0,0,3.363,17,"StearnsWharf",2013-06-17
"HABs-StearnsWharf_2013-06-24T16:00:00Z",0,1856,0.687,0,0,0,4.613,16,"StearnsWharf",2013-06-24
"HABs-StearnsWharf_2013-07-01T07:00:00Z",0,464,NA,NA,NA,NA,NA,21,"StearnsWharf",2013-07-01
"HABs-StearnsWharf_2013-07-09T15:00:00Z",0,1856,1.125,0.334,0,0.242,8.769,17,"StearnsWharf",2013-07-09
"HABs-StearnsWharf_2013-07-15T16:00:00Z",0,0,0.88,0,0,0.181,9.454,18,"StearnsWharf",2013-07-15
"HABs-StearnsWharf_2013-07-23T14:15:00Z",0,91422,2.856,2.085,0.259,0.614,7.984,16,"StearnsWharf",2013-07-23
"HABs-StearnsWharf_2013-07-29T15:00:00Z",0,1856,3.275,1.262,0.184,0.43,9.829,15,"StearnsWharf",2013-07-29
"HABs-StearnsWharf_2013-08-05T15:00:00Z",0,0,1.057,0,0,0.168,6.853,16,"StearnsWharf",2013-08-05
"HABs-StearnsWharf_2013-08-12T15:30:00Z",0,0,4.441,0.596,0.218,0.508,4.703,18,"StearnsWharf",2013-08-12
"HABs-StearnsWharf_2013-08-19T15:30:00Z",0,0,7.793,0,0,0.133,1.556,17,"StearnsWharf",2013-08-19
"HABs-StearnsWharf_2013-08-26T15:15:00Z",0,2784,1.569,0.351,0,0.326,4.208,18,"StearnsWharf",2013-08-26
"HABs-StearnsWharf_2013-09-03T16:00:00Z",0,7425,3.086,0.409,0,0.135,0,16,"StearnsWharf",2013-09-03
"HABs-StearnsWharf_2013-09-10T13:30:00Z",0,0,2.892,0.258,0.101,0.271,1.104,17,"StearnsWharf",2013-09-10
"HABs-StearnsWharf_2013-09-16T15:15:00Z",0,0,1.357,0.283,0.14,0.505,4.987,17,"StearnsWharf",2013-09-16
"HABs-StearnsWharf_2013-09-23T15:15:00Z",0,0,7.045,0.556,0.135,0.463,3.796,16,"StearnsWharf",2013-09-23
"HABs-StearnsWharf_2013-10-01T15:15:00Z",0,3249,41.729,0.396,0.165,0.577,2.852,16,"StearnsWharf",2013-10-01
"HABs-StearnsWharf_2013-10-07T15:00:00Z",0,0,1.805,0.523,0.143,0.655,2.612,16,"StearnsWharf",2013-10-07
"HABs-StearnsWharf_2013-10-14T15:00:00Z",0,0,1.792,0.364,0.106,0.345,2.358,16,"StearnsWharf",2013-10-14
"HABs-StearnsWharf_2013-10-21T14:30:00Z",0,0,4.597,0.295,0.129,0.432,3.428,17,"StearnsWharf",2013-10-21
"HABs-StearnsWharf_2013-10-28T14:30:00Z",0,0,1.247,0.4,0.135,0.361,4.15,16,"StearnsWharf",2013-10-28
